target,ids,date,flag,user,text,procesado,Polaridad,Subjetividad,palabras,Label_enc,nLabel,neg_scores,neu_scores,pos_scores,compound_scores,NOUN,PRON,VERB,ADJ,ADV
Negativa,1755054005.0,Sun May 10 08:07:59 PDT 2009,NO_QUERY,fnr17,Singstarred. But i felt bad. Time for French again ,"['singstarred', 'felt', 'bad', 'time', 'french']",-0.3499999999999999,0.3333333333333333,9.0,0.0,-1.0,0.467,0.533,0.0,-0.5423,2.0,1.0,3.0,1.0,0.0
Neutral,2045340119.0,Fri Jun 05 10:35:06 PDT 2009,NO_QUERY,rockgrlband,making up a shitload of math assignments ,"['making', 'shitload', 'math', 'assignments']",0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0
Positiva,2201768739.0,Tue Jun 16 20:44:46 PDT 2009,NO_QUERY,benjuang,I need a new bike and a new iPhone.  Crankshaft making odd squeaky sounds.   #squarespace #trackle,"['need', 'new', 'bike', 'new', 'iphone', 'crankshaft', 'making', 'odd', 'squeaky', 'sounds', 'squarespace', 'trackle']",0.03535353535353535,0.3863636363636364,16.0,2.0,1.0,0.173,0.827,0.0,-0.3182,1.0,0.0,1.0,1.0,1.0
Negativa,1694439212.0,Mon May 04 02:37:57 PDT 2009,NO_QUERY,joolzp1,"I don't dig emo shit or that, but I like this song sorry emo's  ? http://blip.fm/~5jg0u","['dig', 'emo', 'shit', 'like', 'song', 'sorry', 'emo']",-0.35,0.9,16.0,0.0,-1.0,0.43,0.351,0.219,-0.34,2.0,2.0,3.0,1.0,1.0
Negativa,1836316183.0,Mon May 18 07:46:42 PDT 2009,NO_QUERY,ParwinderMattu,"I'm watching 'The Notebook', and I actually find it sad  i'm not heartless after all","['watching', 'notebook', 'actually', 'find', 'sad', 'heartless']",-0.25,0.55,15.0,0.0,-1.0,0.612,0.388,0.0,-0.743,1.0,1.0,3.0,1.0,1.0
Neutral,2262754248.0,Sat Jun 20 23:09:48 PDT 2009,NO_QUERY,ecto__1,@WARPED09 I won't be going this year. No money at home since teachers are off during the summer. ,"['going', 'year', 'money', 'home', 'since', 'teachers', 'summer']",0.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Positiva,1677363052.0,Sat May 02 01:41:35 PDT 2009,NO_QUERY,ANGELJACKIE44,@princesseze Piano music is sooo relaxing isn't it?  So is Smooth jazz. ,"['piano', 'music', 'sooo', 'relaxing', 'smooth', 'jazz']",0.4,0.5,12.0,2.0,1.0,0.0,0.61,0.39,0.4939,2.0,1.0,2.0,1.0,0.0
Neutral,1989039456.0,Mon Jun 01 00:08:56 PDT 2009,NO_QUERY,artiseverything,I miss you sometimes ,"['miss', 'sometimes']",0.0,0.0,4.0,1.0,0.0,0.615,0.385,0.0,-0.1531,1.0,1.0,2.0,0.0,0.0
Positiva,2193492018.0,Tue Jun 16 08:31:52 PDT 2009,NO_QUERY,Leleleah,i have a headache  completed 2 full hours of solid science revision!! why can't saturday swing around a bit quicker?!,"['headache', 'completed', 'full', 'hours', 'solid', 'science', 'revision', 'saturday', 'swing', 'around', 'bit', 'quick']",0.22777777777777775,0.3833333333333333,20.0,2.0,1.0,0.0,0.873,0.127,0.1531,2.0,2.0,2.0,1.0,1.0
Positiva,1998768342.0,Mon Jun 01 19:05:35 PDT 2009,NO_QUERY,broken_thought,I come back to work and find out one of my coworkers has accused me and to others of trying to flirt with a 13 year old bowler ,"['come', 'back', 'work', 'find', 'one', 'coworkers', 'accused', 'others', 'trying', 'flirt', 'year', 'old', 'bowler']",0.05,0.1,28.0,2.0,1.0,0.155,0.845,0.0,-0.296,2.0,2.0,3.0,1.0,1.0
Positiva,1823344433.0,Sat May 16 21:43:28 PDT 2009,NO_QUERY,__Arielle__,"watched Marley and Me yesterday. Ive never cried so much in a movie before! probly because I had to put my naughty dog Max, down last yr ","['watched', 'marley', 'yesterday', 'ive', 'never', 'cried', 'much', 'movie', 'probly', 'put', 'naughty', 'dog', 'max', 'last']",0.016666666666666663,0.3888888888888889,27.0,2.0,1.0,0.0,0.856,0.144,0.2924,1.0,1.0,3.0,0.0,1.0
Negativa,1966627409.0,Fri May 29 18:06:35 PDT 2009,NO_QUERY,daphneyb,My drunk guitar playing Obama song singing Mexican is on the N6!!! Doesn't look like he feels like singing tonight. ,"['drunk', 'guitar', 'playing', 'obama', 'song', 'singing', 'mexican', 'look', 'like', 'feels', 'like', 'singing', 'tonight']",-0.25,0.5,20.0,0.0,-1.0,0.132,0.495,0.374,0.5267,2.0,2.0,3.0,1.0,1.0
Positiva,1989798173.0,Mon Jun 01 02:50:48 PDT 2009,NO_QUERY,chris_dangerous,This studio sure does have lots of pretty lights ,"['studio', 'sure', 'lots', 'pretty', 'lights']",0.375,0.9444444444444444,9.0,2.0,1.0,0.0,0.353,0.647,0.6705,2.0,2.0,3.0,0.0,1.0
Negativa,1971879729.0,Sat May 30 08:05:44 PDT 2009,NO_QUERY,Happymask261,is looking her cat. He's still missing ,"['looking', 'cat', 'still', 'missing']",-0.2,0.05,7.0,0.0,-1.0,0.423,0.577,0.0,-0.296,2.0,1.0,2.0,1.0,0.0
Neutral,2016176440.0,Wed Jun 03 06:18:41 PDT 2009,NO_QUERY,pageoneresults,"@MsWonka No, imagine the looks &quot;you'd&quot; get at the grocery store! http://Twuna.com/NoFollowMe ","['imagine', 'looks', 'quot', 'quot', 'get', 'grocery', 'store']",0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0
Positiva,1978662146.0,Sun May 31 00:03:28 PDT 2009,NO_QUERY,lucirich,I'm looovin my new place but I'm too happy right now! I want my mommy  lol,"['looovin', 'new', 'place', 'happy', 'right', 'want', 'mommy', 'lol']",0.5055194805194805,0.6725649350649351,16.0,2.0,1.0,0.0,0.391,0.609,0.7783,1.0,0.0,1.0,0.0,0.0
Positiva,2060961265.0,Sat Jun 06 19:54:51 PDT 2009,NO_QUERY,spouseaggro,"@pasmith Well, I don't wanna' leech, either I guess. If they are letting me download from them, tit for tat! Was averaging good speeds. ","['well', 'wan', 'leech', 'either', 'guess', 'letting', 'download', 'tit', 'tat', 'averaging', 'good', 'speeds']",0.25,0.3750000000000001,24.0,2.0,1.0,0.0,0.667,0.333,0.6124,3.0,2.0,2.0,1.0,1.0
Negativa,2186058552.0,Mon Jun 15 18:17:45 PDT 2009,NO_QUERY,InfinityEnds33,"As a person pursuing a degree in Architecture,  I find it extremely difficult building houses in the Sims 3 due to its limitations.  Sad ","['person', 'pursuing', 'degree', 'architecture', 'find', 'extremely', 'difficult', 'building', 'houses', 'sims', 'due', 'limitations', 'sad']",-0.375,0.7916666666666666,24.0,0.0,-1.0,0.349,0.651,0.0,-0.7089,2.0,1.0,2.0,0.0,0.0
Neutral,1967042950.0,Fri May 29 18:52:10 PDT 2009,NO_QUERY,bardastar,Just wat I wanted GreyGoose ,"['wat', 'wanted', 'greygoose']",0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
Neutral,2196441994.0,Tue Jun 16 12:28:42 PDT 2009,NO_QUERY,megan_drury,doing revision ,['revision'],0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
Negativa,2249342505.0,Fri Jun 19 22:09:12 PDT 2009,NO_QUERY,amiciano,is waiting for lunch to be cooked. it's past 1 na... ,"['waiting', 'lunch', 'cooked', 'past']",-0.25,0.25,11.0,0.0,-1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0
Negativa,1468503582.0,Tue Apr 07 02:04:13 PDT 2009,NO_QUERY,mahafreed,@calamur Aight. Wearing my thick skin. ,"['aight', 'wearing', 'thick', 'skin']",-0.30000000000000004,0.475,6.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Neutral,2018070525.0,Wed Jun 03 09:23:26 PDT 2009,NO_QUERY,DominiqueWT,how come i thought it was friday.. i turned off my alarm and went back to sleep.. no auditiion for me today ,"['come', 'thought', 'friday', 'turned', 'alarm', 'went', 'back', 'sleep', 'auditiion', 'today']",0.0,0.0,22.0,1.0,0.0,0.211,0.789,0.0,-0.34,3.0,2.0,3.0,1.0,1.0
Positiva,1880546094.0,Fri May 22 01:37:46 PDT 2009,NO_QUERY,mine4fish,"Took the plunge and got DMC:Greatness, now I have to wait for the fair to come back to town ","['took', 'plunge', 'got', 'dmc', 'greatness', 'wait', 'fair', 'come', 'back', 'town']",0.35,0.45,19.0,2.0,1.0,0.0,0.796,0.204,0.3182,2.0,2.0,3.0,1.0,1.0
Positiva,1693350044.0,Sun May 03 22:16:53 PDT 2009,NO_QUERY,jacoutofthebox,@pixelyzed I trust you...  Just covering all the bases. I would like the website the best that is. Even Google will be jealous. Ha.,"['trust', 'covering', 'bases', 'would', 'like', 'website', 'best', 'even', 'google', 'jealous']",1.0,0.3,24.0,2.0,1.0,0.158,0.316,0.526,0.7906,3.0,1.0,4.0,0.0,0.0
Positiva,2065922467.0,Sun Jun 07 09:33:07 PDT 2009,NO_QUERY,MissDaisyTurner,@Madelineduggan I remember you! You can walk dector as much as you like. Okay add me on msn! I'm online darling  x,"['remember', 'walk', 'dector', 'much', 'like', 'okay', 'add', 'msn', 'online', 'darling']",0.35,0.35,22.0,2.0,1.0,0.0,0.461,0.539,0.802,2.0,0.0,1.0,1.0,0.0
Negativa,2238258547.0,Fri Jun 19 07:02:24 PDT 2009,NO_QUERY,Sharkkles,"@dompap I am a big fan of the &quot;tangerine beef&quot; at PB. Last time I had General Tso, was from Okinowa - prob the worst I've tasted ","['big', 'fan', 'quot', 'tangerine', 'beef', 'quot', 'last', 'time', 'general', 'tso', 'okinowa', 'prob', 'bad', 'tasted']",-0.16249999999999995,0.33333333333333337,27.0,0.0,-1.0,0.197,0.674,0.129,-0.296,2.0,1.0,1.0,1.0,0.0
Negativa,1555977871.0,Sat Apr 18 21:15:27 PDT 2009,NO_QUERY,epolet,"@thatwemightfly I'm so sorry, I'm out of town. ","['sorry', 'town']",-0.5,1.0,8.0,0.0,-1.0,0.565,0.435,0.0,-0.0772,1.0,1.0,3.0,1.0,0.0
Neutral,2199216191.0,Tue Jun 16 17:10:59 PDT 2009,NO_QUERY,dityararas,mau ke sekolah trus langsung BTA. It's a loooong day! ,"['mau', 'sekolah', 'trus', 'langsung', 'bta', 'loooong', 'day']",0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
Positiva,2066622583.0,Sun Jun 07 10:52:03 PDT 2009,NO_QUERY,klicklack,"@disasterarea1 sounds nice, i had a tin of baked beans as not been shopping yet ","['sounds', 'nice', 'tin', 'baked', 'beans', 'shopping', 'yet']",0.6,1.0,15.0,2.0,1.0,0.0,0.682,0.318,0.4215,2.0,1.0,1.0,1.0,1.0
Positiva,1833716921.0,Mon May 18 00:12:39 PDT 2009,NO_QUERY,markethings,This One Is For You - Free Marketing  | MangoOrangeï¿½ http://bit.ly/149tPJ,"['one', 'free', 'marketing']",0.4,0.8,11.0,2.0,1.0,0.0,0.377,0.623,0.5106,1.0,1.0,1.0,1.0,0.0
Positiva,1760214567.0,Sun May 10 20:56:59 PDT 2009,NO_QUERY,annesiasat,@sillyvalleygirl that's what I bought! Hahaha. Great minds think alike. ,"['bought', 'hahaha', 'great', 'minds', 'think', 'alike']",0.5,0.575,10.0,2.0,1.0,0.0,0.342,0.658,0.8271,2.0,1.0,1.0,0.0,1.0
Neutral,2261452797.0,Sat Jun 20 20:48:52 PDT 2009,NO_QUERY,yooolivia,@alexaa_x3 booooo they sang with miley ,"['booooo', 'sang', 'miley']",0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0
Negativa,1676565666.0,Fri May 01 22:26:14 PDT 2009,NO_QUERY,brittanyvfcchic,@steffy213 yea too bad i live all the way in Tennessee  i want to go soo bad and i want to go to the show on monday,"['yea', 'bad', 'live', 'way', 'tennessee', 'want', 'soo', 'bad', 'want', 'show', 'monday']",-0.4212121212121211,0.6111111111111109,27.0,0.0,-1.0,0.422,0.422,0.157,-0.7506,2.0,0.0,2.0,2.0,0.0
Positiva,2207312302.0,Wed Jun 17 07:46:14 PDT 2009,NO_QUERY,Shergmeister,"@xHayleyxBabyx aww hun that's not good, saw you was a bit down this morning, hope you ok  x","['aww', 'hun', 'good', 'saw', 'bit', 'morning', 'hope']",0.5,0.75,18.0,2.0,1.0,0.0,0.463,0.537,0.7003,1.0,1.0,1.0,1.0,1.0
Positiva,2014104138.0,Wed Jun 03 00:28:22 PDT 2009,NO_QUERY,MsWetcha,okay time to get in the bed...Good night ...if u need me call me or DM me ,"['okay', 'time', 'get', 'bed', 'good', 'night', 'need', 'call']",0.6,0.55,17.0,2.0,1.0,0.0,0.556,0.444,0.5859,2.0,2.0,3.0,0.0,0.0
Positiva,2055758276.0,Sat Jun 06 09:54:10 PDT 2009,NO_QUERY,SugarPlumKelly,@Liana_B_Nana Here's a little &quot;TRIO&quot; to make you smile! http://bit.ly/2aBcE        ,"['little', 'quot', 'trio', 'quot', 'make', 'smile']",0.05625,0.3,10.0,2.0,1.0,0.0,0.667,0.333,0.3612,3.0,0.0,4.0,1.0,0.0
Neutral,2050939693.0,Fri Jun 05 19:34:08 PDT 2009,NO_QUERY,crawl1,Hello world  http://posted.at/27U,"['hello', 'world']",0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
Neutral,2049088900.0,Fri Jun 05 16:16:34 PDT 2009,NO_QUERY,Mebsta,is in Cape Cod ,"['cape', 'cod']",0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Negativa,1753995366.0,Sun May 10 04:29:54 PDT 2009,NO_QUERY,HootyMcBoon,Critical reflections are boring. ,"['critical', 'reflections', 'boring']",-0.5,0.9,4.0,0.0,-1.0,0.821,0.179,0.0,-0.5574,1.0,0.0,1.0,1.0,1.0
Positiva,1992231855.0,Mon Jun 01 08:25:03 PDT 2009,NO_QUERY,Zoeyjane,@DrewG78 I'm doing okay! How are you? You'll be getting an email in a coupla days ,"['okay', 'getting', 'email', 'coupla', 'days']",0.5,0.5,16.0,2.0,1.0,0.0,0.678,0.322,0.2263,3.0,0.0,0.0,0.0,1.0
Positiva,1883598965.0,Fri May 22 08:48:31 PDT 2009,NO_QUERY,50bookchallenge,"@TheCharmQuark wow that doesnt sound good, i'd lay off the terry pratchett a little  Im sure no one minds (i only did my 1st one 2day)","['wow', 'doesnt', 'sound', 'good', 'lay', 'terry', 'pratchett', 'little', 'sure', 'one', 'minds', 'one']",0.3025,0.6777777777777778,26.0,2.0,1.0,0.14,0.523,0.337,0.5269,2.0,0.0,2.0,1.0,1.0
Negativa,2000297250.0,Mon Jun 01 21:48:53 PDT 2009,NO_QUERY,Foxtrot44,Took too long uploading La Crosse pics. Karen and Jack broke up. Trying to help.  Probably going to oversleep again. Graduation in 3 days!,"['took', 'long', 'uploading', 'crosse', 'pics', 'karen', 'jack', 'broke', 'trying', 'help', 'probably', 'going', 'oversleep', 'graduation', 'days']",-0.05,0.4,24.0,0.0,-1.0,0.151,0.703,0.146,-0.0258,2.0,0.0,1.0,1.0,0.0
Neutral,1980668306.0,Sun May 31 07:21:58 PDT 2009,NO_QUERY,sdonoghuuue,Justt woke up at krystals ,"['justt', 'woke', 'krystals']",0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Negativa,2178358440.0,Mon Jun 15 07:35:04 PDT 2009,NO_QUERY,livelyleslie,feeling so miserably sick.  I don't know what's wrong with me.  Hopefully I don't end up going to the ER. ,"['feeling', 'miserably', 'sick', 'know', 'wrong', 'hopefully', 'end', 'going']",-0.6071428571428572,0.8785714285714286,20.0,0.0,-1.0,0.569,0.18,0.251,-0.743,1.0,1.0,1.0,0.0,0.0
Neutral,1991986631.0,Mon Jun 01 08:00:29 PDT 2009,NO_QUERY,kjordanstudios,@TSSexyChanel Omg i wish i could sleep  Im up..being productive and working again..thinking about writing short stories..what you think?,"['omg', 'wish', 'could', 'sleep', 'productive', 'working', 'thinking', 'writing', 'short', 'stories', 'think']",0.0,0.3,19.0,1.0,0.0,0.0,0.787,0.213,0.4019,1.0,2.0,1.0,1.0,0.0
Positiva,1468612938.0,Tue Apr 07 02:43:57 PDT 2009,NO_QUERY,tractorqueen,"@Majestic76 awwww... That's sweet of u 4wanting 2follow me.  i feel uh, like Jon. LoL. Did u get every single @ msg i sent to ppl 2?","['sweet', 'feel', 'like', 'jon', 'lol', 'get', 'every', 'single', 'msg', 'sent', 'ppl']",0.3595238095238095,0.5214285714285715,27.0,2.0,1.0,0.0,0.491,0.509,0.8074,1.0,0.0,2.0,1.0,1.0
Positiva,2014448329.0,Wed Jun 03 01:33:52 PDT 2009,NO_QUERY,renieravin,@itmagz Let me have that baby first - then I'll tell you! ,"['let', 'baby', 'first', 'tell']",0.25,0.3333333333333333,12.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0
Positiva,2045380853.0,Fri Jun 05 10:38:36 PDT 2009,NO_QUERY,jonasluva567,@TheDanNJoeShow heyy! thanks for following me!!!!  hehe!!,"['heyy', 'thanks', 'following', 'hehe']",0.1,0.15000000000000002,7.0,2.0,1.0,0.0,0.508,0.492,0.4404,1.0,1.0,3.0,1.0,0.0
Neutral,1468148481.0,Mon Apr 06 23:59:01 PDT 2009,NO_QUERY,brianmccoll,Champions League back on tonight ,"['champions', 'league', 'back', 'tonight']",0.0,0.0,5.0,1.0,0.0,0.0,0.469,0.531,0.5267,3.0,0.0,1.0,0.0,0.0
Positiva,2002362469.0,Tue Jun 02 03:59:42 PDT 2009,NO_QUERY,AmyBella21,"love my grandad muchly, txt him to say i was calling in, he replied 'bacon sandwich ok for you?' ","['love', 'grandad', 'muchly', 'txt', 'say', 'calling', 'replied', 'sandwich']",0.5,0.6,19.0,2.0,1.0,0.0,0.625,0.375,0.6369,2.0,2.0,3.0,1.0,1.0
Positiva,2177081519.0,Mon Jun 15 05:24:38 PDT 2009,NO_QUERY,DeanNoothai,"@DesrieG marriage tym  hows cpt, dbn is sunny an bright","['marriage', 'tym', 'hows', 'cpt', 'dbn', 'sunny', 'bright']",0.7000000000000001,0.7999999999999999,10.0,2.0,1.0,0.0,0.467,0.533,0.6908,1.0,1.0,0.0,0.0,1.0
Neutral,1978440287.0,Sat May 30 23:21:49 PDT 2009,NO_QUERY,deborahclaire31,"@Emma_Michelle nope, when we went to Pete's, I wore the same dress all day ","['nope', 'went', 'pete', 'wore', 'dress', 'day']",0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Neutral,1957170556.0,Thu May 28 23:43:01 PDT 2009,NO_QUERY,The_Prophet,"@warchief_thrall @Cadistra if you don't mind, I'm going to stick some Ravin' Peeps on the walls for a touch of decoration ","['mind', 'going', 'stick', 'ravin', 'peeps', 'walls', 'touch', 'decoration']",0.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0
Neutral,2241113607.0,Fri Jun 19 10:33:24 PDT 2009,NO_QUERY,Ambersonian,@DisciplineCC uh oh! i mustve missed something! u got in a wreck? were u hurt?! ,"['mustve', 'missed', 'something', 'got', 'wreck', 'hurt']",0.0,0.0,15.0,1.0,0.0,0.739,0.261,0.0,-0.8176,1.0,1.0,1.0,1.0,1.0
Positiva,1967944761.0,Fri May 29 20:29:33 PDT 2009,NO_QUERY,baileykr,"@misscalcul8 oh no! i wanted one originally, but i could never pay for it. maybe one day ... in my dreams? haha ","['wanted', 'one', 'originally', 'could', 'never', 'pay', 'maybe', 'one', 'day', 'dreams', 'haha']",0.2875,0.525,22.0,2.0,1.0,0.0,0.533,0.467,0.7181,1.0,0.0,2.0,0.0,0.0
Positiva,1685760806.0,Sun May 03 01:56:42 PDT 2009,NO_QUERY,dickie_doodle,"@Fanny_Ingabout extra set of legs dear, makes then have better grip ","['extra', 'set', 'legs', 'dear', 'makes', 'good', 'grip']",0.35,0.35000000000000003,11.0,2.0,1.0,0.0,0.476,0.524,0.6705,1.0,1.0,3.0,1.0,1.0
Neutral,2068811186.0,Sun Jun 07 14:44:31 PDT 2009,NO_QUERY,Kristen_14,she is being out down tomorrow.. ,['tomorrow'],0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0
Positiva,2187005292.0,Mon Jun 15 19:39:08 PDT 2009,NO_QUERY,Georgiecook,Dropped his phone and now it won't make a sound ,"['dropped', 'phone', 'make', 'sound']",0.4,0.4,10.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
Positiva,2194211221.0,Tue Jun 16 09:29:30 PDT 2009,NO_QUERY,chinatheblack,"off to lunch with the girls...my grandson suppose to come in again today, i was told he's coming in too often  i think it's true tho ","['lunch', 'girls', 'grandson', 'suppose', 'come', 'today', 'told', 'coming', 'often', 'think', 'true', 'tho']",0.35,0.65,26.0,2.0,1.0,0.0,0.797,0.203,0.4215,1.0,0.0,2.0,0.0,0.0
Neutral,1685501530.0,Sun May 03 00:40:27 PDT 2009,NO_QUERY,photokitty,Nothing on t.v. ,['nothing'],0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0
Positiva,1985050749.0,Sun May 31 16:19:51 PDT 2009,NO_QUERY,GloriaBell,@KimmelCenter You are very welcome!  Glad you like them ,"['welcome', 'glad', 'like']",0.65,0.95,9.0,2.0,1.0,0.0,0.0,1.0,0.8176,3.0,1.0,1.0,0.0,0.0
Neutral,2176973289.0,Mon Jun 15 05:10:32 PDT 2009,NO_QUERY,TheRawBee,I'M OFFICIALLY GOING TO BRITNEY  AHHHH,"['officially', 'going', 'britney', 'ahhhh']",0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0
Neutral,2242619214.0,Fri Jun 19 12:25:05 PDT 2009,NO_QUERY,xuyen_heo012,"@tranminhkhuyen yes, it's the only burger I've had tonight. ","['yes', 'burger', 'tonight']",0.0,0.0,9.0,1.0,0.0,0.0,0.426,0.574,0.4019,2.0,2.0,1.0,0.0,1.0
Positiva,2052678150.0,Sat Jun 06 01:35:59 PDT 2009,NO_QUERY,Emilieroutledge,"Morning all twitters  not good weather so think I am going to the gym today, but do fell a little bit lazy :p","['morning', 'twitters', 'good', 'weather', 'think', 'going', 'gym', 'today', 'fell', 'little', 'bit', 'lazy']",0.08749999999999998,0.7000000000000001,23.0,2.0,1.0,0.147,0.661,0.192,0.1725,2.0,1.0,1.0,1.0,1.0
Positiva,1964427493.0,Fri May 29 14:13:07 PDT 2009,NO_QUERY,girlj67,@Lovely188 took me a bit of time too  welcome,"['took', 'bit', 'time', 'welcome']",0.8,0.9,9.0,2.0,1.0,0.0,0.5,0.5,0.4588,1.0,0.0,0.0,1.0,1.0
Neutral,2068744282.0,Sun Jun 07 14:37:15 PDT 2009,NO_QUERY,monaksart,"@Winsorandnewt Perhaps we dont have to believe, life has a tendency to happen regardless.. ","['perhaps', 'dont', 'believe', 'life', 'tendency', 'happen', 'regardless']",0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0
Negativa,1964795702.0,Fri May 29 14:49:13 PDT 2009,NO_QUERY,k4v3rn4,|| Led Zeppelin ï¿½ What Is and What Should Never (Live) || via @Fangbaby || or @_Fangbaby_  ? http://blip.fm/~7a7bo,"['led', 'zeppelin', 'never', 'live', 'via']",-0.06818181818181818,0.5,19.0,0.0,-1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Neutral,2060415000.0,Sat Jun 06 18:51:48 PDT 2009,NO_QUERY,whereswalannie,Dad is recovering well from his hip replacement...I feel guilty not being able to go visit him ,"['dad', 'recovering', 'well', 'hip', 'replacement', 'feel', 'guilty', 'able', 'visit']",0.0,0.8125,17.0,1.0,0.0,0.235,0.588,0.176,-0.1779,2.0,0.0,0.0,0.0,0.0
Neutral,2256231667.0,Sat Jun 20 12:27:44 PDT 2009,NO_QUERY,lovesongwriter,I'm starting to think the surgery idea for my heel spurs would be A+ but money  and time off of work ,"['starting', 'think', 'surgery', 'idea', 'heel', 'spurs', 'would', 'money', 'time', 'work']",0.0,0.1,21.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Negativa,2068938709.0,Sun Jun 07 14:58:38 PDT 2009,NO_QUERY,LaurieSteele,is sad that my flowers resemble tossed salad after the hail ,"['sad', 'flowers', 'resemble', 'tossed', 'salad', 'hail']",-0.5,1.0,11.0,0.0,-1.0,0.369,0.476,0.155,-0.4215,2.0,0.0,1.0,1.0,0.0
Negativa,1690796564.0,Sun May 03 16:23:58 PDT 2009,NO_QUERY,tmorris21,@ladyw87 transformers. The other 2 r lame ,"['transformers', 'lame']",-0.5,0.75,7.0,0.0,-1.0,0.737,0.263,0.0,-0.4215,1.0,0.0,0.0,0.0,1.0
Neutral,2064765922.0,Sun Jun 07 07:07:04 PDT 2009,NO_QUERY,Lola_Dutchess,On the way back to the Indianapolis! Wish I was at church ,"['way', 'back', 'indianapolis', 'wish', 'church']",0.0,0.0,12.0,1.0,0.0,0.0,0.597,0.403,0.4019,1.0,1.0,5.0,0.0,2.0
Positiva,2057904165.0,Sat Jun 06 13:53:12 PDT 2009,NO_QUERY,RoeSaved,WOW! THANKS SO MUCH!!!  @nocw_lady GR8 Follow!! @RoeSaved #followfriday,"['wow', 'thanks', 'much', 'follow', 'followfriday']",0.16666666666666666,0.4666666666666666,9.0,2.0,1.0,0.0,0.309,0.691,0.7717,2.0,2.0,1.0,1.0,0.0
Neutral,2176245276.0,Mon Jun 15 03:20:04 PDT 2009,NO_QUERY,lokijota,"Back from holidays, and my Kiran Ahluwalia Cd was waiting for me. ","['back', 'holidays', 'kiran', 'ahluwalia', 'waiting']",0.0,0.0,12.0,1.0,0.0,0.0,0.606,0.394,0.3818,2.0,1.0,2.0,1.0,1.0
Negativa,2236290180.0,Fri Jun 19 03:19:41 PDT 2009,NO_QUERY,martini43,Sick dog this morning.......Gr8 ,"['sick', 'dog', 'morning']",-0.7142857142857143,0.8571428571428571,4.0,0.0,-1.0,0.623,0.377,0.0,-0.5106,3.0,1.0,3.0,1.0,0.0
Positiva,2059201928.0,Sat Jun 06 16:27:15 PDT 2009,NO_QUERY,Bvictor,@Mr_Kimbalicious it sure is ,['sure'],0.5,0.8888888888888888,4.0,2.0,1.0,0.0,0.0,1.0,0.3182,2.0,2.0,2.0,0.0,0.0
Positiva,1694952111.0,Mon May 04 04:43:04 PDT 2009,NO_QUERY,lukethewaiting,home from work  good night with epic dudes and dudettes,"['home', 'work', 'good', 'night', 'epic', 'dudes', 'dudettes']",0.4,0.5,10.0,2.0,1.0,0.0,0.674,0.326,0.4404,2.0,1.0,1.0,0.0,0.0
Positiva,2045689322.0,Fri Jun 05 11:05:33 PDT 2009,NO_QUERY,spr33,"@ScottSharman Your dad has the loudest knock ever! Woke me up from my nap. Thanks SO much for the PSU, family are grateful ","['dad', 'loud', 'knock', 'ever', 'woke', 'nap', 'thanks', 'much', 'psu', 'family', 'grateful']",0.16666666666666666,0.4,23.0,2.0,1.0,0.0,0.604,0.396,0.7096,2.0,2.0,2.0,1.0,1.0
